date_time_served,bar_name,alcohol_type,brand_name,opening_balance_(ml),purchase_(ml),consumed_(ml),closing_balance_(ml),date,day_of_week,day,month,net_consumption,brand_name_encoded,bar_name_encoded,alcohol_type_encoded
9/14/2023 14:41,Anderson's Bar,Vodka,Absolut,5.68e-13,0.0,0.0,5.68e-13,2023-09-14 14:41:00,Thursday,14,9,0.0,0,0,2
9/30/2023 12:37,Anderson's Bar,Vodka,Absolut,5.68e-13,0.0,0.0,5.68e-13,2023-09-30 12:37:00,Saturday,30,9,0.0,0,0,2
10/5/2023 16:12,Anderson's Bar,Vodka,Absolut,5.68e-13,1237.23,189.66,1047.57,2023-10-05 16:12:00,Thursday,5,10,189.66000000000054,0,0,2
10/15/2023 10:06,Anderson's Bar,Vodka,Absolut,1047.57,669.26,325.75,1391.08,2023-10-15 10:06:00,Sunday,15,10,325.75,0,0,2
10/19/2023 16:43,Anderson's Bar,Vodka,Absolut,1391.08,0.0,502.1,888.98,2023-10-19 16:43:00,Thursday,19,10,502.0999999999999,0,0,2
10/24/2023 14:02,Anderson's Bar,Vodka,Absolut,888.98,0.0,174.39,714.59,2023-10-24 14:02:00,Tuesday,24,10,174.39,0,0,2
10/31/2023 12:24,Anderson's Bar,Vodka,Absolut,714.59,1599.99,401.81,1912.77,2023-10-31 12:24:00,Tuesday,31,10,401.8100000000002,0,0,2
11/5/2023 18:21,Anderson's Bar,Vodka,Absolut,1912.77,1220.48,319.64,2813.61,2023-11-05 18:21:00,Sunday,5,11,319.6399999999999,0,0,2
11/7/2023 12:07,Anderson's Bar,Vodka,Absolut,2813.61,0.0,248.98,2564.63,2023-11-07 12:07:00,Tuesday,7,11,248.98000000000002,0,0,2
11/10/2023 17:12,Anderson's Bar,Vodka,Absolut,2564.63,0.0,445.86,2118.77,2023-11-10 17:12:00,Friday,10,11,445.8600000000001,0,0,2
11/17/2023 15:34,Anderson's Bar,Vodka,Absolut,2118.77,0.0,517.2,1601.57,2023-11-17 15:34:00,Friday,17,11,517.2,0,0,2
11/24/2023 12:33,Anderson's Bar,Vodka,Absolut,1601.57,0.0,139.16,1462.41,2023-11-24 12:33:00,Friday,24,11,139.15999999999985,0,0,2
12/6/2023 18:04,Anderson's Bar,Vodka,Absolut,1462.41,0.0,480.21,982.2,2023-12-06 18:04:00,Wednesday,6,12,480.21000000000004,0,0,2
12/7/2023 18:33,Anderson's Bar,Vodka,Absolut,982.2,0.0,504.45,477.75,2023-12-07 18:33:00,Thursday,7,12,504.45000000000005,0,0,2
12/10/2023 18:30,Anderson's Bar,Vodka,Absolut,477.75,0.0,130.5,347.25,2023-12-10 18:30:00,Sunday,10,12,130.5,0,0,2
12/16/2023 10:18,Anderson's Bar,Vodka,Absolut,347.25,0.0,160.78,186.47,2023-12-16 10:18:00,Saturday,16,12,160.78,0,0,2
12/18/2023 20:34,Anderson's Bar,Vodka,Absolut,186.47,0.0,186.47,2.84e-13,2023-12-18 20:34:00,Monday,18,12,186.46999999999971,0,0,2
12/25/2023 10:16,Anderson's Bar,Vodka,Absolut,2.84e-13,0.0,0.0,2.84e-13,2023-12-25 10:16:00,Monday,25,12,0.0,0,0,2
1/1/2023 15:55,Anderson's Bar,Rum,Bacardi,1109.09,0.0,0.0,1109.09,2023-01-01 15:55:00,Sunday,1,1,0.0,1,0,1
1/8/2023 17:14,Anderson's Bar,Rum,Bacardi,1109.09,1166.18,216.8,2058.47,2023-01-08 17:14:00,Sunday,8,1,216.80000000000018,1,0,1
1/20/2023 20:14,Anderson's Bar,Rum,Bacardi,2058.47,1475.31,571.4,2962.38,2023-01-20 20:14:00,Friday,20,1,571.3999999999996,1,0,1
1/24/2023 19:37,Anderson's Bar,Rum,Bacardi,2962.38,0.0,407.0,2555.38,2023-01-24 19:37:00,Tuesday,24,1,407.0,1,0,1
2/7/2023 14:24,Anderson's Bar,Rum,Bacardi,2555.38,0.0,353.24,2202.14,2023-02-07 14:24:00,Tuesday,7,2,353.24000000000024,1,0,1
2/11/2023 16:00,Anderson's Bar,Rum,Bacardi,2202.14,0.0,381.35,1820.79,2023-02-11 16:00:00,Saturday,11,2,381.3499999999999,1,0,1
2/18/2023 14:32,Anderson's Bar,Rum,Bacardi,1820.79,0.0,0.0,1820.79,2023-02-18 14:32:00,Saturday,18,2,0.0,1,0,1
2/19/2023 21:50,Anderson's Bar,Rum,Bacardi,1820.79,0.0,185.12,1635.67,2023-02-19 21:50:00,Sunday,19,2,185.1199999999999,1,0,1
2/21/2023 16:31,Anderson's Bar,Rum,Bacardi,1635.67,0.0,481.52,1154.15,2023-02-21 16:31:00,Tuesday,21,2,481.52,1,0,1
2/23/2023 11:52,Anderson's Bar,Rum,Bacardi,1154.15,0.0,489.2,664.95,2023-02-23 11:52:00,Thursday,23,2,489.20000000000005,1,0,1
2/24/2023 18:23,Anderson's Bar,Rum,Bacardi,664.95,0.0,179.4,485.55,2023-02-24 18:23:00,Friday,24,2,179.40000000000003,1,0,1
3/3/2023 14:28,Anderson's Bar,Rum,Bacardi,485.55,0.0,455.46,30.09,2023-03-03 14:28:00,Friday,3,3,455.46000000000004,1,0,1
3/6/2023 17:37,Anderson's Bar,Rum,Bacardi,30.09,0.0,30.09,0.0,2023-03-06 17:37:00,Monday,6,3,30.09,1,0,1
3/7/2023 17:34,Anderson's Bar,Rum,Bacardi,0.0,673.72,314.67,359.05,2023-03-07 17:34:00,Tuesday,7,3,314.67,1,0,1
3/19/2023 21:18,Anderson's Bar,Rum,Bacardi,359.05,0.0,359.05,0.0,2023-03-19 21:18:00,Sunday,19,3,359.05,1,0,1
3/20/2023 10:14,Anderson's Bar,Rum,Bacardi,0.0,1424.83,212.22,1212.61,2023-03-20 10:14:00,Monday,20,3,212.22000000000003,1,0,1
3/22/2023 14:28,Anderson's Bar,Rum,Bacardi,1212.61,0.0,635.05,577.56,2023-03-22 14:28:00,Wednesday,22,3,635.05,1,0,1
3/27/2023 11:45,Anderson's Bar,Rum,Bacardi,577.56,0.0,528.86,48.7,2023-03-27 11:45:00,Monday,27,3,528.8599999999999,1,0,1
3/30/2023 20:11,Anderson's Bar,Rum,Bacardi,48.7,1705.8,599.18,1155.32,2023-03-30 20:11:00,Thursday,30,3,599.1800000000001,1,0,1
4/3/2023 22:30,Anderson's Bar,Rum,Bacardi,1155.32,0.0,553.95,601.37,2023-04-03 22:30:00,Monday,3,4,553.9499999999999,1,0,1
4/9/2023 22:54,Anderson's Bar,Rum,Bacardi,601.37,745.37,372.82,973.92,2023-04-09 22:54:00,Sunday,9,4,372.82000000000005,1,0,1
4/12/2023 16:15,Anderson's Bar,Rum,Bacardi,973.92,0.0,352.44,621.48,2023-04-12 16:15:00,Wednesday,12,4,352.43999999999994,1,0,1
4/16/2023 18:28,Anderson's Bar,Rum,Bacardi,621.48,0.0,415.75,205.73,2023-04-16 18:28:00,Sunday,16,4,415.75,1,0,1
4/19/2023 14:09,Anderson's Bar,Rum,Bacardi,205.73,0.0,160.35,45.38,2023-04-19 14:09:00,Wednesday,19,4,160.35,1,0,1
4/22/2023 14:03,Anderson's Bar,Rum,Bacardi,45.38,1371.54,268.2,1148.72,2023-04-22 14:03:00,Saturday,22,4,268.20000000000005,1,0,1
4/27/2023 19:58,Anderson's Bar,Rum,Bacardi,1148.72,990.94,186.53,1953.13,2023-04-27 19:58:00,Thursday,27,4,186.52999999999997,1,0,1
4/30/2023 11:45,Anderson's Bar,Rum,Bacardi,1953.13,0.0,361.46,1591.67,2023-04-30 11:45:00,Sunday,30,4,361.46000000000004,1,0,1
5/1/2023 14:22,Anderson's Bar,Rum,Bacardi,1591.67,1911.36,433.39,3069.64,2023-05-01 14:22:00,Monday,1,5,433.3900000000001,1,0,1
5/11/2023 17:54,Anderson's Bar,Rum,Bacardi,3069.64,0.0,269.97,2799.67,2023-05-11 17:54:00,Thursday,11,5,269.9699999999998,1,0,1
5/14/2023 22:07,Anderson's Bar,Rum,Bacardi,2799.67,528.96,534.88,2793.75,2023-05-14 22:07:00,Sunday,14,5,534.8800000000001,1,0,1
6/2/2023 15:30,Anderson's Bar,Rum,Bacardi,2793.75,0.0,448.82,2344.93,2023-06-02 15:30:00,Friday,2,6,448.82000000000016,1,0,1
6/3/2023 14:39,Anderson's Bar,Rum,Bacardi,2344.93,0.0,376.93,1968.0,2023-06-03 14:39:00,Saturday,3,6,376.92999999999984,1,0,1
6/5/2023 22:27,Anderson's Bar,Rum,Bacardi,1968.0,0.0,166.65,1801.35,2023-06-05 22:27:00,Monday,5,6,166.6500000000001,1,0,1
6/6/2023 20:05,Anderson's Bar,Rum,Bacardi,1801.35,1528.21,548.22,2781.34,2023-06-06 20:05:00,Tuesday,6,6,548.2199999999998,1,0,1
6/7/2023 19:17,Anderson's Bar,Rum,Bacardi,2781.34,0.0,386.49,2394.85,2023-06-07 19:17:00,Wednesday,7,6,386.49000000000024,1,0,1
6/11/2023 21:39,Anderson's Bar,Rum,Bacardi,2394.85,1664.85,410.94,3648.76,2023-06-11 21:39:00,Sunday,11,6,410.9399999999996,1,0,1
6/13/2023 15:49,Anderson's Bar,Rum,Bacardi,3648.76,0.0,511.08,3137.68,2023-06-13 15:49:00,Tuesday,13,6,511.0800000000004,1,0,1
6/15/2023 14:45,Anderson's Bar,Rum,Bacardi,3137.68,0.0,280.63,2857.05,2023-06-15 14:45:00,Thursday,15,6,280.62999999999965,1,0,1
6/16/2023 20:25,Anderson's Bar,Rum,Bacardi,2857.05,1290.25,220.99,3926.31,2023-06-16 20:25:00,Friday,16,6,220.99000000000024,1,0,1
6/21/2023 12:57,Anderson's Bar,Rum,Bacardi,3926.31,0.0,255.2,3671.11,2023-06-21 12:57:00,Wednesday,21,6,255.19999999999982,1,0,1
6/28/2023 20:09,Anderson's Bar,Rum,Bacardi,3671.11,0.0,581.45,3089.66,2023-06-28 20:09:00,Wednesday,28,6,581.4500000000003,1,0,1
7/2/2023 20:19,Anderson's Bar,Rum,Bacardi,3089.66,0.0,446.78,2642.88,2023-07-02 20:19:00,Sunday,2,7,446.77999999999975,1,0,1
7/22/2023 21:36,Anderson's Bar,Rum,Bacardi,2642.88,0.0,565.5,2077.38,2023-07-22 21:36:00,Saturday,22,7,565.5,1,0,1
7/25/2023 18:04,Anderson's Bar,Rum,Bacardi,2077.38,0.0,464.21,1613.17,2023-07-25 18:04:00,Tuesday,25,7,464.21000000000004,1,0,1
7/27/2023 15:49,Anderson's Bar,Rum,Bacardi,1613.17,0.0,441.03,1172.14,2023-07-27 15:49:00,Thursday,27,7,441.03,1,0,1
8/1/2023 18:02,Anderson's Bar,Rum,Bacardi,1172.14,1823.14,276.62,2718.66,2023-08-01 18:02:00,Tuesday,1,8,276.62000000000035,1,0,1
8/8/2023 21:25,Anderson's Bar,Rum,Bacardi,2718.66,0.0,472.96,2245.7,2023-08-08 21:25:00,Tuesday,8,8,472.96000000000004,1,0,1
8/9/2023 21:53,Anderson's Bar,Rum,Bacardi,2245.7,1242.6,149.47,3338.83,2023-08-09 21:53:00,Wednesday,9,8,149.4699999999998,1,0,1
8/12/2023 14:05,Anderson's Bar,Rum,Bacardi,3338.83,0.0,542.73,2796.1,2023-08-12 14:05:00,Saturday,12,8,542.73,1,0,1
8/14/2023 13:30,Anderson's Bar,Rum,Bacardi,2796.1,0.0,386.25,2409.85,2023-08-14 13:30:00,Monday,14,8,386.25,1,0,1
8/20/2023 22:20,Anderson's Bar,Rum,Bacardi,2409.85,0.0,323.0,2086.85,2023-08-20 22:20:00,Sunday,20,8,323.0,1,0,1
8/22/2023 15:45,Anderson's Bar,Rum,Bacardi,2086.85,0.0,302.02,1784.83,2023-08-22 15:45:00,Tuesday,22,8,302.02,1,0,1
8/25/2023 16:04,Anderson's Bar,Rum,Bacardi,1784.83,0.0,591.66,1193.17,2023-08-25 16:04:00,Friday,25,8,591.6599999999999,1,0,1
9/8/2023 20:05,Anderson's Bar,Rum,Bacardi,1193.17,0.0,228.99,964.18,2023-09-08 20:05:00,Friday,8,9,228.99000000000012,1,0,1
9/12/2023 16:19,Anderson's Bar,Rum,Bacardi,964.18,0.0,528.83,435.35,2023-09-12 16:19:00,Tuesday,12,9,528.8299999999999,1,0,1
9/16/2023 16:06,Anderson's Bar,Rum,Bacardi,435.35,607.97,140.01,903.31,2023-09-16 16:06:00,Saturday,16,9,140.0100000000001,1,0,1
9/21/2023 16:13,Anderson's Bar,Rum,Bacardi,903.31,0.0,400.49,502.82,2023-09-21 16:13:00,Thursday,21,9,400.48999999999995,1,0,1
10/13/2023 20:11,Anderson's Bar,Rum,Bacardi,502.82,0.0,367.3,135.52,2023-10-13 20:11:00,Friday,13,10,367.29999999999995,1,0,1
10/14/2023 20:41,Anderson's Bar,Rum,Bacardi,135.52,0.0,135.52,5.97e-13,2023-10-14 20:41:00,Saturday,14,10,135.5199999999994,1,0,1
10/25/2023 22:13,Anderson's Bar,Rum,Bacardi,5.97e-13,984.58,103.08,881.5,2023-10-25 22:13:00,Wednesday,25,10,103.08000000000061,1,0,1
10/27/2023 14:21,Anderson's Bar,Rum,Bacardi,881.5,0.0,419.47,462.03,2023-10-27 14:21:00,Friday,27,10,419.47,1,0,1
11/4/2023 19:53,Anderson's Bar,Rum,Bacardi,462.03,0.0,462.03,5.68e-13,2023-11-04 19:53:00,Saturday,4,11,462.0299999999994,1,0,1
11/22/2023 22:31,Anderson's Bar,Rum,Bacardi,5.68e-13,0.0,0.0,5.68e-13,2023-11-22 22:31:00,Wednesday,22,11,0.0,1,0,1
11/26/2023 17:01,Anderson's Bar,Rum,Bacardi,5.68e-13,0.0,0.0,5.68e-13,2023-11-26 17:01:00,Sunday,26,11,0.0,1,0,1
11/28/2023 22:50,Anderson's Bar,Rum,Bacardi,5.68e-13,0.0,0.0,5.68e-13,2023-11-28 22:50:00,Tuesday,28,11,0.0,1,0,1
11/30/2023 10:12,Anderson's Bar,Rum,Bacardi,5.68e-13,1413.39,447.39,966.0,2023-11-30 10:12:00,Thursday,30,11,447.39000000000067,1,0,1
12/3/2023 18:58,Anderson's Bar,Rum,Bacardi,966.0,0.0,253.14,712.86,2023-12-03 18:58:00,Sunday,3,12,253.14,1,0,1
12/7/2023 16:24,Anderson's Bar,Rum,Bacardi,712.86,1758.78,385.4,2086.24,2023-12-07 16:24:00,Thursday,7,12,385.4000000000003,1,0,1
12/10/2023 16:08,Anderson's Bar,Rum,Bacardi,2086.24,0.0,323.19,1763.05,2023-12-10 16:08:00,Sunday,10,12,323.1899999999998,1,0,1
12/23/2023 15:58,Anderson's Bar,Rum,Bacardi,1763.05,0.0,517.0,1246.05,2023-12-23 15:58:00,Saturday,23,12,517.0,1,0,1
12/27/2023 15:12,Anderson's Bar,Rum,Bacardi,1246.05,0.0,319.29,926.76,2023-12-27 15:12:00,Wednesday,27,12,319.28999999999996,1,0,1
12/28/2023 13:40,Anderson's Bar,Rum,Bacardi,926.76,658.22,475.96,1109.02,2023-12-28 13:40:00,Thursday,28,12,475.96000000000004,1,0,1
12/29/2023 13:48,Anderson's Bar,Rum,Bacardi,1109.02,0.0,502.15,606.87,2023-12-29 13:48:00,Friday,29,12,502.15,1,0,1
12/31/2023 19:02,Anderson's Bar,Rum,Bacardi,606.87,0.0,498.25,108.62,2023-12-31 19:02:00,Sunday,31,12,498.25,1,0,1
1/3/2023 19:41,Anderson's Bar,Wine,Barefoot,2877.3,0.0,479.09,2398.21,2023-01-03 19:41:00,Tuesday,3,1,479.09000000000015,2,0,4
1/13/2023 19:20,Anderson's Bar,Wine,Barefoot,2398.21,1021.74,423.44,2996.51,2023-01-13 19:20:00,Friday,13,1,423.4399999999998,2,0,4
1/15/2023 17:27,Anderson's Bar,Wine,Barefoot,2996.51,0.0,219.63,2776.88,2023-01-15 17:27:00,Sunday,15,1,219.6300000000001,2,0,4
1/17/2023 13:53,Anderson's Bar,Wine,Barefoot,2776.88,790.43,483.31,3084.0,2023-01-17 13:53:00,Tuesday,17,1,483.31000000000006,2,0,4
1/18/2023 15:45,Anderson's Bar,Wine,Barefoot,3084.0,1754.32,361.98,4476.34,2023-01-18 15:45:00,Wednesday,18,1,361.9799999999998,2,0,4
1/27/2023 22:02,Anderson's Bar,Wine,Barefoot,4476.34,0.0,564.15,3912.19,2023-01-27 22:02:00,Friday,27,1,564.1500000000001,2,0,4
2/4/2023 13:14,Anderson's Bar,Wine,Barefoot,3912.19,1027.12,443.64,4495.67,2023-02-04 13:14:00,Saturday,4,2,443.6399999999999,2,0,4
2/19/2023 16:03,Anderson's Bar,Wine,Barefoot,4495.67,0.0,263.56,4232.11,2023-02-19 16:03:00,Sunday,19,2,263.5600000000004,2,0,4
2/21/2023 16:52,Anderson's Bar,Wine,Barefoot,4232.11,1496.37,567.95,5160.53,2023-02-21 16:52:00,Tuesday,21,2,567.9499999999998,2,0,4
2/22/2023 18:00,Anderson's Bar,Wine,Barefoot,5160.53,0.0,577.8,4582.73,2023-02-22 18:00:00,Wednesday,22,2,577.8000000000002,2,0,4
3/1/2023 17:30,Anderson's Bar,Wine,Barefoot,4582.73,1901.2,102.19,6381.74,2023-03-01 17:30:00,Wednesday,1,3,102.18999999999983,2,0,4
3/3/2023 22:53,Anderson's Bar,Wine,Barefoot,6381.74,0.0,474.43,5907.31,2023-03-03 22:53:00,Friday,3,3,474.4299999999994,2,0,4
3/11/2023 13:02,Anderson's Bar,Wine,Barefoot,5910.0,0.0,189.81,5720.0,2023-03-11 13:02:00,Saturday,11,3,190.0,2,0,4
3/19/2023 11:05,Anderson's Bar,Wine,Barefoot,5717.5,0.0,481.72,5235.78,2023-03-19 11:05:00,Sunday,19,3,481.72000000000025,2,0,4
3/23/2023 14:11,Anderson's Bar,Wine,Barefoot,5235.78,0.0,170.91,5064.87,2023-03-23 14:11:00,Thursday,23,3,170.90999999999985,2,0,4
4/1/2023 10:32,Anderson's Bar,Wine,Barefoot,5064.87,0.0,290.36,4774.51,2023-04-01 10:32:00,Saturday,1,4,290.3599999999997,2,0,4
4/4/2023 16:04,Anderson's Bar,Wine,Barefoot,4774.51,0.0,234.99,4539.52,2023-04-04 16:04:00,Tuesday,4,4,234.98999999999978,2,0,4
4/6/2023 10:04,Anderson's Bar,Wine,Barefoot,4539.52,871.89,538.0,4873.41,2023-04-06 10:04:00,Thursday,6,4,538.0000000000006,2,0,4
4/12/2023 15:05,Anderson's Bar,Wine,Barefoot,4873.41,1090.64,505.81,5458.24,2023-04-12 15:05:00,Wednesday,12,4,505.8100000000002,2,0,4
4/16/2023 21:55,Anderson's Bar,Wine,Barefoot,5458.24,0.0,352.5,5105.74,2023-04-16 21:55:00,Sunday,16,4,352.5,2,0,4
4/18/2023 14:42,Anderson's Bar,Wine,Barefoot,5105.74,0.0,391.06,4714.68,2023-04-18 14:42:00,Tuesday,18,4,391.0599999999995,2,0,4
4/29/2023 14:05,Anderson's Bar,Wine,Barefoot,4714.68,0.0,112.84,4601.84,2023-04-29 14:05:00,Saturday,29,4,112.84000000000015,2,0,4
5/4/2023 21:30,Anderson's Bar,Wine,Barefoot,4601.84,603.64,362.78,4842.7,2023-05-04 21:30:00,Thursday,4,5,362.7800000000003,2,0,4
