bar_name,alcohol_type,brand_name,date,consumed_(ml)
Anderson's Bar,Beer,Budweiser,2023-11-15 18:35:00,0.0
Anderson's Bar,Beer,Budweiser,2023-11-29 12:00:00,0.0
Anderson's Bar,Beer,Budweiser,2023-12-01 11:57:00,0.0
Anderson's Bar,Beer,Budweiser,2023-12-03 10:57:00,0.0
Anderson's Bar,Beer,Budweiser,2023-12-18 16:25:00,0.0
Anderson's Bar,Beer,Budweiser,2023-12-24 12:37:00,0.0
Anderson's Bar,Beer,Budweiser,2023-12-25 13:02:00,0.0
Anderson's Bar,Beer,Budweiser,2023-12-26 22:58:00,0.0
Anderson's Bar,Beer,Coors,2023-01-02 16:34:00,440.55
Anderson's Bar,Beer,Coors,2023-01-04 10:39:00,544.08
Anderson's Bar,Beer,Coors,2023-01-06 18:50:00,274.13
Anderson's Bar,Beer,Coors,2023-01-14 13:09:00,164.89
Anderson's Bar,Beer,Coors,2023-01-16 18:04:00,330.99
Anderson's Bar,Beer,Coors,2023-01-20 10:34:00,225.88
Anderson's Bar,Beer,Coors,2023-02-10 18:54:00,230.71
Anderson's Bar,Beer,Coors,2023-02-15 22:15:00,478.07
Anderson's Bar,Beer,Coors,2023-02-17 13:20:00,375.89
Anderson's Bar,Beer,Coors,2023-02-20 21:41:00,579.05
Anderson's Bar,Beer,Coors,2023-02-21 22:07:00,428.03
Anderson's Bar,Beer,Coors,2023-03-05 21:00:00,220.87
Anderson's Bar,Beer,Coors,2023-03-06 20:45:00,599.53
Anderson's Bar,Beer,Coors,2023-03-10 17:31:00,495.81
Anderson's Bar,Beer,Coors,2023-03-12 21:08:00,488.65
Anderson's Bar,Beer,Coors,2023-03-18 15:51:00,414.29
Anderson's Bar,Beer,Coors,2023-03-19 15:18:00,379.75
Anderson's Bar,Beer,Coors,2023-03-30 10:44:00,431.69
Anderson's Bar,Beer,Coors,2023-04-01 20:29:00,306.02
Anderson's Bar,Beer,Coors,2023-04-03 14:12:00,400.81
Anderson's Bar,Beer,Coors,2023-04-07 17:26:00,158.7
Anderson's Bar,Beer,Coors,2023-04-18 13:35:00,178.89
Anderson's Bar,Beer,Coors,2023-04-20 17:50:00,212.46
Anderson's Bar,Beer,Coors,2023-04-30 14:16:00,403.69
Anderson's Bar,Beer,Coors,2023-05-08 18:05:00,203.13
Anderson's Bar,Beer,Coors,2023-05-18 20:52:00,523.32
Anderson's Bar,Beer,Coors,2023-05-21 14:03:00,475.85
Anderson's Bar,Beer,Coors,2023-06-10 15:37:00,156.66
Anderson's Bar,Beer,Coors,2023-06-18 16:12:00,234.61
Anderson's Bar,Beer,Coors,2023-06-19 14:11:00,323.1
Anderson's Bar,Beer,Coors,2023-06-21 22:29:00,203.25
Anderson's Bar,Beer,Coors,2023-06-22 13:24:00,506.83
Anderson's Bar,Beer,Coors,2023-06-23 13:40:00,591.76
Anderson's Bar,Beer,Coors,2023-06-25 17:42:00,397.44
Anderson's Bar,Beer,Coors,2023-06-30 12:22:00,167.63
Anderson's Bar,Beer,Coors,2023-07-04 17:33:00,0.0
Anderson's Bar,Beer,Coors,2023-07-06 10:34:00,453.38
Anderson's Bar,Beer,Coors,2023-07-07 12:12:00,467.09
Anderson's Bar,Beer,Coors,2023-07-15 12:53:00,441.56
Anderson's Bar,Beer,Coors,2023-07-30 17:37:00,526.64
Anderson's Bar,Beer,Coors,2023-08-01 13:35:00,223.47
Anderson's Bar,Beer,Coors,2023-08-06 19:11:00,583.95
Anderson's Bar,Beer,Coors,2023-08-13 11:13:00,527.19
Anderson's Bar,Beer,Coors,2023-08-15 22:31:00,0.0
Anderson's Bar,Beer,Coors,2023-08-24 10:29:00,400.96
Anderson's Bar,Beer,Coors,2023-09-01 22:29:00,359.15
Anderson's Bar,Beer,Coors,2023-09-10 15:06:00,383.59
Anderson's Bar,Beer,Coors,2023-09-25 19:35:00,305.47
Anderson's Bar,Beer,Coors,2023-10-14 22:40:00,137.04
Anderson's Bar,Beer,Coors,2023-10-16 18:23:00,364.93
Anderson's Bar,Beer,Coors,2023-11-04 20:36:00,357.5
Anderson's Bar,Beer,Coors,2023-11-08 22:54:00,152.52
Anderson's Bar,Beer,Coors,2023-11-09 17:27:00,225.19
Anderson's Bar,Beer,Coors,2023-12-05 10:52:00,461.74
Anderson's Bar,Beer,Coors,2023-12-14 13:08:00,431.99
Anderson's Bar,Beer,Coors,2023-12-16 19:14:00,553.66
Anderson's Bar,Beer,Coors,2023-12-17 19:10:00,518.9
Anderson's Bar,Beer,Coors,2023-12-20 11:52:00,335.57
Anderson's Bar,Beer,Coors,2023-12-21 20:05:00,399.73
Anderson's Bar,Beer,Coors,2024-01-01 21:03:00,321.06
Anderson's Bar,Beer,Heineken,2023-01-10 14:45:00,440.59
Anderson's Bar,Beer,Heineken,2023-01-15 15:03:00,218.82
Anderson's Bar,Beer,Heineken,2023-01-27 12:06:00,461.18
Anderson's Bar,Beer,Heineken,2023-01-30 11:20:00,487.36
Anderson's Bar,Beer,Heineken,2023-02-04 21:01:00,344.37
Anderson's Bar,Beer,Heineken,2023-02-05 14:38:00,594.24
Anderson's Bar,Beer,Heineken,2023-02-06 20:18:00,570.62
Anderson's Bar,Beer,Heineken,2023-02-24 16:31:00,449.35
Anderson's Bar,Beer,Heineken,2023-02-26 14:06:00,360.16
Anderson's Bar,Beer,Heineken,2023-03-04 16:28:00,399.5
Anderson's Bar,Beer,Heineken,2023-03-09 10:15:00,250.35
Anderson's Bar,Beer,Heineken,2023-03-11 19:52:00,461.2
Anderson's Bar,Beer,Heineken,2023-03-15 13:08:00,225.2
Anderson's Bar,Beer,Heineken,2023-03-20 19:41:00,498.35
Anderson's Bar,Beer,Heineken,2023-03-21 14:56:00,471.51
Anderson's Bar,Beer,Heineken,2023-03-28 12:31:00,144.97
Anderson's Bar,Beer,Heineken,2023-05-01 15:41:00,180.21
Anderson's Bar,Beer,Heineken,2023-05-07 17:46:00,362.76
Anderson's Bar,Beer,Heineken,2023-05-10 10:30:00,588.77
Anderson's Bar,Beer,Heineken,2023-05-16 10:03:00,598.3
Anderson's Bar,Beer,Heineken,2023-05-22 10:22:00,409.26
Anderson's Bar,Beer,Heineken,2023-05-25 15:32:00,355.88
Anderson's Bar,Beer,Heineken,2023-06-04 14:59:00,216.33
Anderson's Bar,Beer,Heineken,2023-06-05 18:45:00,552.16
Anderson's Bar,Beer,Heineken,2023-06-12 14:31:00,361.59
Anderson's Bar,Beer,Heineken,2023-07-08 14:22:00,344.79
Anderson's Bar,Beer,Heineken,2023-07-09 15:13:00,419.61
Anderson's Bar,Beer,Heineken,2023-07-20 13:54:00,296.15
Anderson's Bar,Beer,Heineken,2023-07-22 15:27:00,512.94
Anderson's Bar,Beer,Heineken,2023-08-03 22:21:00,344.03
Anderson's Bar,Beer,Heineken,2023-08-04 18:45:00,216.43
Anderson's Bar,Beer,Heineken,2023-08-09 19:49:00,292.34
Anderson's Bar,Beer,Heineken,2023-08-18 14:55:00,565.92
Anderson's Bar,Beer,Heineken,2023-08-19 16:10:00,345.5
Anderson's Bar,Beer,Heineken,2023-09-07 22:03:00,198.66
Anderson's Bar,Beer,Heineken,2023-09-08 11:23:00,522.83
Anderson's Bar,Beer,Heineken,2023-09-14 11:53:00,265.98
Anderson's Bar,Beer,Heineken,2023-09-16 22:47:00,177.03
Anderson's Bar,Beer,Heineken,2023-09-19 12:37:00,0.0
Anderson's Bar,Beer,Heineken,2023-09-24 10:25:00,0.0
Anderson's Bar,Beer,Heineken,2023-10-10 18:52:00,0.0
Anderson's Bar,Beer,Heineken,2023-10-11 21:40:00,0.0
Anderson's Bar,Beer,Heineken,2023-10-23 13:46:00,0.0
Anderson's Bar,Beer,Heineken,2023-10-25 15:33:00,0.0
Anderson's Bar,Beer,Heineken,2023-10-27 20:05:00,0.0
Anderson's Bar,Beer,Heineken,2023-10-28 15:25:00,0.0
Anderson's Bar,Beer,Heineken,2023-10-31 10:58:00,543.34
Anderson's Bar,Beer,Heineken,2023-11-14 22:34:00,470.51
Anderson's Bar,Beer,Heineken,2023-11-16 12:14:00,0.0
Anderson's Bar,Beer,Heineken,2023-11-21 20:30:00,0.0
Anderson's Bar,Beer,Heineken,2023-11-28 16:38:00,0.0
Anderson's Bar,Beer,Heineken,2023-12-06 21:57:00,0.0
Anderson's Bar,Beer,Heineken,2023-12-07 10:02:00,0.0
Anderson's Bar,Beer,Heineken,2023-12-08 13:47:00,126.54
Anderson's Bar,Beer,Heineken,2023-12-09 11:30:00,420.5
Anderson's Bar,Beer,Heineken,2023-12-10 21:02:00,0.0
Anderson's Bar,Beer,Heineken,2023-12-12 10:00:00,0.0
Anderson's Bar,Beer,Heineken,2023-12-13 22:25:00,380.92
Anderson's Bar,Beer,Heineken,2023-12-23 19:56:00,581.16
Anderson's Bar,Beer,Heineken,2023-12-31 10:10:00,385.5
Anderson's Bar,Beer,Miller,2023-01-01 18:30:00,0.0
Anderson's Bar,Beer,Miller,2023-01-11 12:38:00,484.08
Anderson's Bar,Beer,Miller,2023-01-19 15:09:00,462.3
Anderson's Bar,Beer,Miller,2023-02-03 15:45:00,618.55
Anderson's Bar,Beer,Miller,2023-02-07 20:46:00,398.77
Anderson's Bar,Beer,Miller,2023-02-14 19:16:00,0.0
Anderson's Bar,Beer,Miller,2023-02-25 22:35:00,441.34
Anderson's Bar,Beer,Miller,2023-02-27 15:27:00,572.0
Anderson's Bar,Beer,Miller,2023-03-08 15:49:00,0.0
Anderson's Bar,Beer,Miller,2023-03-13 14:28:00,443.41
Anderson's Bar,Beer,Miller,2023-03-14 13:14:00,269.04
Anderson's Bar,Beer,Miller,2023-03-16 20:03:00,489.24
Anderson's Bar,Beer,Miller,2023-03-26 17:40:00,131.72
Anderson's Bar,Beer,Miller,2023-03-31 19:46:00,0.0
Anderson's Bar,Beer,Miller,2023-04-02 22:00:00,198.92
Anderson's Bar,Beer,Miller,2023-04-08 19:06:00,113.14
Anderson's Bar,Beer,Miller,2023-04-17 17:07:00,265.07
Anderson's Bar,Beer,Miller,2023-04-19 12:02:00,589.52
Anderson's Bar,Beer,Miller,2023-05-02 18:48:00,260.2
Anderson's Bar,Beer,Miller,2023-05-09 10:19:00,352.13
Anderson's Bar,Beer,Miller,2023-05-15 15:14:00,101.94
Anderson's Bar,Beer,Miller,2023-05-24 22:43:00,425.5
Anderson's Bar,Beer,Miller,2023-05-27 15:09:00,590.58
Anderson's Bar,Beer,Miller,2023-06-02 21:59:00,433.4
Anderson's Bar,Beer,Miller,2023-06-09 19:35:00,983.79
Anderson's Bar,Beer,Miller,2023-07-05 11:16:00,586.08
Anderson's Bar,Beer,Miller,2023-07-17 10:00:00,239.67
Anderson's Bar,Beer,Miller,2023-07-18 22:52:00,502.13
Anderson's Bar,Beer,Miller,2023-07-24 12:39:00,102.52
Anderson's Bar,Beer,Miller,2023-07-29 13:38:00,340.85
Anderson's Bar,Beer,Miller,2023-07-31 12:07:00,188.17
Anderson's Bar,Beer,Miller,2023-08-10 14:39:00,594.4
Anderson's Bar,Beer,Miller,2023-08-23 19:55:00,115.77
Anderson's Bar,Beer,Miller,2023-08-27 14:12:00,147.37
Anderson's Bar,Beer,Miller,2023-08-29 19:10:00,330.02
Anderson's Bar,Beer,Miller,2023-09-02 17:08:00,376.96
Anderson's Bar,Beer,Miller,2023-09-05 16:15:00,264.17
Anderson's Bar,Beer,Miller,2023-09-09 11:22:00,464.08
Anderson's Bar,Beer,Miller,2023-09-12 12:27:00,395.66
Anderson's Bar,Beer,Miller,2023-09-13 12:25:00,450.44
Anderson's Bar,Beer,Miller,2023-09-18 21:12:00,290.96
Anderson's Bar,Beer,Miller,2023-10-03 20:29:00,510.47
Anderson's Bar,Beer,Miller,2023-10-06 15:06:00,205.07
Anderson's Bar,Beer,Miller,2023-10-07 17:27:00,400.53
Anderson's Bar,Beer,Miller,2023-10-08 16:27:00,473.98
Anderson's Bar,Beer,Miller,2023-10-19 12:24:00,523.08
Anderson's Bar,Beer,Miller,2023-11-02 19:34:00,204.35
Anderson's Bar,Beer,Miller,2023-11-12 19:50:00,134.19
Anderson's Bar,Beer,Miller,2023-11-18 13:59:00,46.23
Anderson's Bar,Beer,Miller,2023-11-19 18:17:00,0.0
Anderson's Bar,Beer,Miller,2023-11-23 12:23:00,0.0
Anderson's Bar,Beer,Miller,2023-11-26 19:24:00,828.93
Anderson's Bar,Beer,Miller,2023-11-30 15:10:00,421.43
Anderson's Bar,Beer,Miller,2023-12-11 21:49:00,389.43
Anderson's Bar,Beer,Miller,2023-12-22 21:44:00,28.72
Anderson's Bar,Beer,Miller,2023-12-29 16:31:00,0.0
Anderson's Bar,Rum,Bacardi,2023-01-01 15:55:00,0.0
Anderson's Bar,Rum,Bacardi,2023-01-08 17:14:00,216.8
Anderson's Bar,Rum,Bacardi,2023-01-20 20:14:00,571.4
Anderson's Bar,Rum,Bacardi,2023-01-24 19:37:00,407.0
Anderson's Bar,Rum,Bacardi,2023-02-07 14:24:00,353.24
Anderson's Bar,Rum,Bacardi,2023-02-11 16:00:00,381.35
Anderson's Bar,Rum,Bacardi,2023-02-18 14:32:00,0.0
Anderson's Bar,Rum,Bacardi,2023-02-19 21:50:00,185.12
Anderson's Bar,Rum,Bacardi,2023-02-21 16:31:00,481.52
Anderson's Bar,Rum,Bacardi,2023-02-23 11:52:00,489.2
Anderson's Bar,Rum,Bacardi,2023-02-24 18:23:00,179.4
Anderson's Bar,Rum,Bacardi,2023-03-03 14:28:00,455.46
Anderson's Bar,Rum,Bacardi,2023-03-06 17:37:00,30.09
Anderson's Bar,Rum,Bacardi,2023-03-07 17:34:00,314.67
Anderson's Bar,Rum,Bacardi,2023-03-19 21:18:00,359.05
Anderson's Bar,Rum,Bacardi,2023-03-20 10:14:00,212.22
Anderson's Bar,Rum,Bacardi,2023-03-22 14:28:00,635.05
Anderson's Bar,Rum,Bacardi,2023-03-27 11:45:00,528.86
Anderson's Bar,Rum,Bacardi,2023-03-30 20:11:00,599.18
Anderson's Bar,Rum,Bacardi,2023-04-03 22:30:00,553.95
Anderson's Bar,Rum,Bacardi,2023-04-09 22:54:00,372.82
Anderson's Bar,Rum,Bacardi,2023-04-12 16:15:00,352.44
Anderson's Bar,Rum,Bacardi,2023-04-16 18:28:00,415.75
Anderson's Bar,Rum,Bacardi,2023-04-19 14:09:00,160.35
Anderson's Bar,Rum,Bacardi,2023-04-22 14:03:00,268.2
Anderson's Bar,Rum,Bacardi,2023-04-27 19:58:00,186.53
Anderson's Bar,Rum,Bacardi,2023-04-30 11:45:00,361.46
Anderson's Bar,Rum,Bacardi,2023-05-01 14:22:00,433.39
Anderson's Bar,Rum,Bacardi,2023-05-11 17:54:00,269.97
Anderson's Bar,Rum,Bacardi,2023-05-14 22:07:00,534.88
Anderson's Bar,Rum,Bacardi,2023-06-02 15:30:00,448.82
Anderson's Bar,Rum,Bacardi,2023-06-03 14:39:00,376.93
Anderson's Bar,Rum,Bacardi,2023-06-05 22:27:00,166.65
Anderson's Bar,Rum,Bacardi,2023-06-06 20:05:00,548.22
Anderson's Bar,Rum,Bacardi,2023-06-07 19:17:00,386.49
Anderson's Bar,Rum,Bacardi,2023-06-11 21:39:00,410.94
Anderson's Bar,Rum,Bacardi,2023-06-13 15:49:00,511.08
Anderson's Bar,Rum,Bacardi,2023-06-15 14:45:00,280.63
Anderson's Bar,Rum,Bacardi,2023-06-16 20:25:00,220.99
Anderson's Bar,Rum,Bacardi,2023-06-21 12:57:00,255.2
Anderson's Bar,Rum,Bacardi,2023-06-28 20:09:00,581.45
Anderson's Bar,Rum,Bacardi,2023-07-02 20:19:00,446.78
Anderson's Bar,Rum,Bacardi,2023-07-22 21:36:00,565.5
Anderson's Bar,Rum,Bacardi,2023-07-25 18:04:00,464.21
Anderson's Bar,Rum,Bacardi,2023-07-27 15:49:00,441.03
Anderson's Bar,Rum,Bacardi,2023-08-01 18:02:00,276.62
Anderson's Bar,Rum,Bacardi,2023-08-08 21:25:00,472.96
Anderson's Bar,Rum,Bacardi,2023-08-09 21:53:00,149.47
Anderson's Bar,Rum,Bacardi,2023-08-12 14:05:00,542.73
Anderson's Bar,Rum,Bacardi,2023-08-14 13:30:00,386.25
Anderson's Bar,Rum,Bacardi,2023-08-20 22:20:00,323.0
Anderson's Bar,Rum,Bacardi,2023-08-22 15:45:00,302.02
Anderson's Bar,Rum,Bacardi,2023-08-25 16:04:00,591.66
Anderson's Bar,Rum,Bacardi,2023-09-08 20:05:00,228.99
Anderson's Bar,Rum,Bacardi,2023-09-12 16:19:00,528.83
Anderson's Bar,Rum,Bacardi,2023-09-16 16:06:00,140.01
Anderson's Bar,Rum,Bacardi,2023-09-21 16:13:00,400.49
Anderson's Bar,Rum,Bacardi,2023-10-13 20:11:00,367.3
Anderson's Bar,Rum,Bacardi,2023-10-14 20:41:00,135.52
Anderson's Bar,Rum,Bacardi,2023-10-25 22:13:00,103.08
Anderson's Bar,Rum,Bacardi,2023-10-27 14:21:00,419.47
Anderson's Bar,Rum,Bacardi,2023-11-04 19:53:00,462.03
Anderson's Bar,Rum,Bacardi,2023-11-22 22:31:00,0.0
Anderson's Bar,Rum,Bacardi,2023-11-26 17:01:00,0.0
Anderson's Bar,Rum,Bacardi,2023-11-28 22:50:00,0.0
Anderson's Bar,Rum,Bacardi,2023-11-30 10:12:00,447.39
Anderson's Bar,Rum,Bacardi,2023-12-03 18:58:00,253.14
Anderson's Bar,Rum,Bacardi,2023-12-07 16:24:00,385.4
Anderson's Bar,Rum,Bacardi,2023-12-10 16:08:00,323.19
Anderson's Bar,Rum,Bacardi,2023-12-23 15:58:00,517.0
Anderson's Bar,Rum,Bacardi,2023-12-27 15:12:00,319.29
Anderson's Bar,Rum,Bacardi,2023-12-28 13:40:00,475.96
Anderson's Bar,Rum,Bacardi,2023-12-29 13:48:00,502.15
Anderson's Bar,Rum,Bacardi,2023-12-31 19:02:00,498.25
Anderson's Bar,Rum,Captain Morgan,2023-01-13 16:59:00,327.75
Anderson's Bar,Rum,Captain Morgan,2023-01-14 19:20:00,1097.26
Anderson's Bar,Rum,Captain Morgan,2023-01-15 16:21:00,532.94
Anderson's Bar,Rum,Captain Morgan,2023-01-16 13:03:00,146.75
Anderson's Bar,Rum,Captain Morgan,2023-01-25 21:22:00,228.1
Anderson's Bar,Rum,Captain Morgan,2023-02-01 18:41:00,319.33
Anderson's Bar,Rum,Captain Morgan,2023-02-08 18:08:00,146.1
Anderson's Bar,Rum,Captain Morgan,2023-02-15 19:13:00,398.38
Anderson's Bar,Rum,Captain Morgan,2023-02-20 14:00:00,106.78
Anderson's Bar,Rum,Captain Morgan,2023-02-25 11:45:00,529.78
Anderson's Bar,Rum,Captain Morgan,2023-03-08 10:34:00,0.0
Anderson's Bar,Rum,Captain Morgan,2023-03-11 20:17:00,234.8
Anderson's Bar,Rum,Captain Morgan,2023-03-13 20:08:00,411.61
Anderson's Bar,Rum,Captain Morgan,2023-03-18 14:21:00,339.23
Anderson's Bar,Rum,Captain Morgan,2023-03-24 19:39:00,406.59
Anderson's Bar,Rum,Captain Morgan,2023-03-25 22:18:00,449.6
Anderson's Bar,Rum,Captain Morgan,2023-04-05 22:01:00,387.85
Anderson's Bar,Rum,Captain Morgan,2023-04-11 22:41:00,586.88
Anderson's Bar,Rum,Captain Morgan,2023-04-13 22:03:00,177.86
Anderson's Bar,Rum,Captain Morgan,2023-05-02 21:04:00,171.73
Anderson's Bar,Rum,Captain Morgan,2023-05-03 21:07:00,644.82
Anderson's Bar,Rum,Captain Morgan,2023-05-04 18:34:00,363.29
Anderson's Bar,Rum,Captain Morgan,2023-05-05 17:00:00,137.49
Anderson's Bar,Rum,Captain Morgan,2023-05-07 17:35:00,475.67
Anderson's Bar,Rum,Captain Morgan,2023-05-08 17:08:00,335.99
Anderson's Bar,Rum,Captain Morgan,2023-05-09 15:52:00,539.86
Anderson's Bar,Rum,Captain Morgan,2023-05-12 13:55:00,329.51
Anderson's Bar,Rum,Captain Morgan,2023-05-17 12:41:00,178.88
Anderson's Bar,Rum,Captain Morgan,2023-05-23 21:34:00,458.65
Anderson's Bar,Rum,Captain Morgan,2023-05-26 13:37:00,842.56
Anderson's Bar,Rum,Captain Morgan,2023-05-29 19:16:00,175.46
Anderson's Bar,Rum,Captain Morgan,2023-06-04 18:30:00,248.08
Anderson's Bar,Rum,Captain Morgan,2023-06-09 11:27:00,876.84
Anderson's Bar,Rum,Captain Morgan,2023-06-10 13:16:00,320.88
Anderson's Bar,Rum,Captain Morgan,2023-06-14 19:53:00,263.49
Anderson's Bar,Rum,Captain Morgan,2023-06-22 21:00:00,235.06
Anderson's Bar,Rum,Captain Morgan,2023-06-27 17:51:00,268.7
Anderson's Bar,Rum,Captain Morgan,2023-06-29 17:52:00,488.37
Anderson's Bar,Rum,Captain Morgan,2023-06-30 18:10:00,360.97
Anderson's Bar,Rum,Captain Morgan,2023-07-09 21:19:00,314.75
Anderson's Bar,Rum,Captain Morgan,2023-07-16 17:27:00,539.99
Anderson's Bar,Rum,Captain Morgan,2023-07-30 17:28:00,360.01
Anderson's Bar,Rum,Captain Morgan,2023-07-31 10:51:00,584.92
Anderson's Bar,Rum,Captain Morgan,2023-08-03 21:59:00,174.32
Anderson's Bar,Rum,Captain Morgan,2023-08-17 20:06:00,400.07
Anderson's Bar,Rum,Captain Morgan,2023-09-10 13:32:00,577.03
Anderson's Bar,Rum,Captain Morgan,2023-09-20 21:53:00,415.67
Anderson's Bar,Rum,Captain Morgan,2023-09-24 10:55:00,412.51
Anderson's Bar,Rum,Captain Morgan,2023-09-26 14:11:00,244.77
Anderson's Bar,Rum,Captain Morgan,2023-09-30 13:55:00,597.97
Anderson's Bar,Rum,Captain Morgan,2023-10-01 13:42:00,553.22
Anderson's Bar,Rum,Captain Morgan,2023-10-04 17:07:00,746.81
Anderson's Bar,Rum,Captain Morgan,2023-10-07 17:58:00,574.63
Anderson's Bar,Rum,Captain Morgan,2023-10-15 21:07:00,415.98
Anderson's Bar,Rum,Captain Morgan,2023-10-19 16:32:00,424.02
Anderson's Bar,Rum,Captain Morgan,2023-10-20 13:17:00,221.9
Anderson's Bar,Rum,Captain Morgan,2023-10-28 15:48:00,502.89
Anderson's Bar,Rum,Captain Morgan,2023-10-31 22:45:00,374.87
Anderson's Bar,Rum,Captain Morgan,2023-11-03 12:28:00,222.58
Anderson's Bar,Rum,Captain Morgan,2023-11-05 16:02:00,479.39
Anderson's Bar,Rum,Captain Morgan,2023-11-07 16:23:00,269.92
Anderson's Bar,Rum,Captain Morgan,2023-11-08 17:55:00,459.83
Anderson's Bar,Rum,Captain Morgan,2023-11-18 12:42:00,120.09
Anderson's Bar,Rum,Captain Morgan,2023-11-19 17:45:00,164.6
Anderson's Bar,Rum,Captain Morgan,2023-11-21 19:58:00,219.73
Anderson's Bar,Rum,Captain Morgan,2023-11-24 14:30:00,138.81
Anderson's Bar,Rum,Captain Morgan,2023-12-01 20:53:00,113.21
Anderson's Bar,Rum,Captain Morgan,2023-12-09 11:31:00,579.33
Anderson's Bar,Rum,Captain Morgan,2023-12-11 10:52:00,245.76
Anderson's Bar,Rum,Captain Morgan,2023-12-13 13:18:00,246.17
Anderson's Bar,Rum,Captain Morgan,2023-12-15 19:19:00,256.96
Anderson's Bar,Rum,Captain Morgan,2023-12-18 21:58:00,291.35
Anderson's Bar,Rum,Captain Morgan,2023-12-19 17:48:00,278.88
Anderson's Bar,Rum,Malibu,2023-01-07 11:18:00,175.78
Anderson's Bar,Rum,Malibu,2023-01-09 19:36:00,181.31
Anderson's Bar,Rum,Malibu,2023-01-12 20:32:00,377.36
Anderson's Bar,Rum,Malibu,2023-01-21 19:03:00,235.55
Anderson's Bar,Rum,Malibu,2023-01-22 15:18:00,266.46
Anderson's Bar,Rum,Malibu,2023-01-28 13:57:00,240.22
Anderson's Bar,Rum,Malibu,2023-01-29 14:13:00,570.17
Anderson's Bar,Rum,Malibu,2023-02-02 21:12:00,181.34
Anderson's Bar,Rum,Malibu,2023-02-13 12:50:00,279.54
Anderson's Bar,Rum,Malibu,2023-02-22 18:54:00,547.45
Anderson's Bar,Rum,Malibu,2023-02-28 22:44:00,465.85
Anderson's Bar,Rum,Malibu,2023-03-02 10:00:00,455.42
Anderson's Bar,Rum,Malibu,2023-03-05 16:17:00,110.21
Anderson's Bar,Rum,Malibu,2023-03-09 16:35:00,421.19
Anderson's Bar,Rum,Malibu,2023-03-15 17:04:00,73.34
Anderson's Bar,Rum,Malibu,2023-03-23 11:12:00,0.0
Anderson's Bar,Rum,Malibu,2023-03-26 14:08:00,0.0
Anderson's Bar,Rum,Malibu,2023-03-28 22:07:00,0.0
Anderson's Bar,Rum,Malibu,2023-04-01 18:50:00,0.0
Anderson's Bar,Rum,Malibu,2023-04-08 18:10:00,0.0
